Country Name,Year,Indicator Name,Year.1,Value
Kenya,1974,CO2 emissions from gaseous fuel consumption (kt),1974,87.85185185
Kenya,1973,CO2 emissions from gaseous fuel consumption (kt),1973,85.03274088
Kenya,1972,CO2 emissions from gaseous fuel consumption (kt),1972,86.93181818
Kenya,1971,CO2 emissions from gaseous fuel consumption (kt),1971,83.38308458
Kenya,1970,CO2 emissions from gaseous fuel consumption (kt),1970,80.02378121
Kenya,1969,CO2 emissions from gaseous fuel consumption (kt),1969,87.00234192
Kenya,1968,CO2 emissions from gaseous fuel consumption (kt),1968,86.60598179
Kenya,1967,CO2 emissions from gaseous fuel consumption (kt),1967,86.29579376
Kenya,1966,CO2 emissions from gaseous fuel consumption (kt),1966,86.06557377
Kenya,1965,CO2 emissions from gaseous fuel consumption (kt),1965,84.39821694
Kenya,1964,CO2 emissions from gaseous fuel consumption (kt),1964,89.36446174
Kenya,1963,CO2 emissions from gaseous fuel consumption (kt),1963,89.98716303
Kenya,1962,CO2 emissions from gaseous fuel consumption (kt),1962,88.82681564
Kenya,1961,CO2 emissions from gaseous fuel consumption (kt),1961,89.16030534
Kenya,1960,CO2 emissions from gaseous fuel consumption (kt),1960,88.21752266
Kenya,2020,CO2 emissions from gaseous fuel consumption (kt),2020,0.374079219
Kenya,2019,CO2 emissions from gaseous fuel consumption (kt),2019,0.382362033
Kenya,2018,CO2 emissions from gaseous fuel consumption (kt),2018,0.385437968
Kenya,2017,CO2 emissions from gaseous fuel consumption (kt),2017,0.41058151
Kenya,2016,CO2 emissions from gaseous fuel consumption (kt),2016,0.403178475
Kenya,2015,CO2 emissions from gaseous fuel consumption (kt),2015,0.386120074
Kenya,2014,CO2 emissions from gaseous fuel consumption (kt),2014,0.364375326
Kenya,2013,CO2 emissions from gaseous fuel consumption (kt),2013,0.321208738
Kenya,2012,CO2 emissions from gaseous fuel consumption (kt),2012,0.296879605
Kenya,2011,CO2 emissions from gaseous fuel consumption (kt),2011,0.327520883
Kenya,2010,CO2 emissions from gaseous fuel consumption (kt),2010,0.323340092
Kenya,2009,CO2 emissions from gaseous fuel consumption (kt),2009,0.307805553
Kenya,2008,CO2 emissions from gaseous fuel consumption (kt),2008,0.265693416
Kenya,2007,CO2 emissions from gaseous fuel consumption (kt),2007,0.259456679
Kenya,2006,CO2 emissions from gaseous fuel consumption (kt),2006,0.264463997
Kenya,2005,CO2 emissions from gaseous fuel consumption (kt),2005,0.242937186
Kenya,2004,CO2 emissions from gaseous fuel consumption (kt),2004,0.220244198
Kenya,2003,CO2 emissions from gaseous fuel consumption (kt),2003,0.202475058
Kenya,2002,CO2 emissions from gaseous fuel consumption (kt),2002,0.233826766
Kenya,2001,CO2 emissions from gaseous fuel consumption (kt),2001,0.247786636
Kenya,2000,CO2 emissions from gaseous fuel consumption (kt),2000,0.279732601
Kenya,1999,CO2 emissions from gaseous fuel consumption (kt),1999,0.257382506
Kenya,1998,CO2 emissions from gaseous fuel consumption (kt),1998,0.254353747
Kenya,1997,CO2 emissions from gaseous fuel consumption (kt),1997,0.239660722
Kenya,1996,CO2 emissions from gaseous fuel consumption (kt),1996,0.260655736
Kenya,1995,CO2 emissions from gaseous fuel consumption (kt),1995,0.24447932
Kenya,1994,CO2 emissions from gaseous fuel consumption (kt),1994,0.233682552
Kenya,1993,CO2 emissions from gaseous fuel consumption (kt),1993,0.235953848
Kenya,1992,CO2 emissions from gaseous fuel consumption (kt),1992,0.246952807
Kenya,1991,CO2 emissions from gaseous fuel consumption (kt),1991,0.251594652
Kenya,1990,CO2 emissions from gaseous fuel consumption (kt),1990,0.270655694
Kenya,2020,CO2 emissions from gaseous fuel consumption (kt),2020,0.077707816
Kenya,2019,CO2 emissions from gaseous fuel consumption (% of total),2019,0.081172217
Kenya,2018,CO2 emissions from gaseous fuel consumption (% of total),2018,0.086928307
Kenya,2017,CO2 emissions from gaseous fuel consumption (% of total),2017,0.097791185
Kenya,2016,CO2 emissions from gaseous fuel consumption (% of total),2016,0.102415608
Kenya,2015,CO2 emissions from gaseous fuel consumption (% of total),2015,0.104443265
Kenya,2014,CO2 emissions from gaseous fuel consumption (% of total),2014,0.107944363
Kenya,2013,CO2 emissions from gaseous fuel consumption (% of total),2013,0.102955565
Kenya,2012,CO2 emissions from gaseous fuel consumption (% of total),2012,0.103882081
Kenya,2011,CO2 emissions from gaseous fuel consumption (% of total),2011,0.118742642
Kenya,2010,CO2 emissions from gaseous fuel consumption (% of total),2010,0.122476729
Kenya,2009,CO2 emissions from gaseous fuel consumption (% of total),2009,0.12397641
Kenya,2008,CO2 emissions from gaseous fuel consumption (% of total),2008,0.107990411
Kenya,2007,CO2 emissions from gaseous fuel consumption (% of total),2007,0.104575011
Kenya,2006,CO2 emissions from gaseous fuel consumption (% of total),2006,0.113562853
Kenya,2005,CO2 emissions from gaseous fuel consumption (% of total),2005,0.111140599
Kenya,2004,CO2 emissions from gaseous fuel consumption (% of total),2004,0.106828559
Kenya,2003,CO2 emissions from gaseous fuel consumption (% of total),2003,0.102876434
Kenya,2002,CO2 emissions from gaseous fuel consumption (% of total),2002,0.121058242
Kenya,2001,CO2 emissions from gaseous fuel consumption (% of total),2001,0.127077523
Kenya,2000,CO2 emissions from gaseous fuel consumption (% of total),2000,0.147694284
Kenya,1999,CO2 emissions from gaseous fuel consumption (% of total),1999,0.135788353
Kenya,1998,CO2 emissions from gaseous fuel consumption (% of total),1998,0.135380777
Kenya,1997,CO2 emissions from gaseous fuel consumption (% of total),1997,0.129702902
Kenya,1996,CO2 emissions from gaseous fuel consumption (% of total),1996,0.140374477
Kenya,1995,CO2 emissions from gaseous fuel consumption (% of total),1995,0.135904559
Kenya,1994,CO2 emissions from gaseous fuel consumption (% of total),1994,0.134634163
Kenya,1993,CO2 emissions from gaseous fuel consumption (% of total),1993,0.138455422
Kenya,1992,CO2 emissions from gaseous fuel consumption (% of total),1992,0.1445526
Kenya,1991,CO2 emissions from gaseous fuel consumption (% of total),1991,0.144952087
Kenya,1990,CO2 emissions from gaseous fuel consumption (% of total),1990,0.158357454
Kenya,2020,CO2 emissions from gaseous fuel consumption (% of total),2020,0.073638689
Kenya,2019,CO2 emissions from gaseous fuel consumption (% of total),2019,0.073570377
Kenya,2018,CO2 emissions from gaseous fuel consumption (% of total),2018,0.076427843
Kenya,2017,CO2 emissions from gaseous fuel consumption (% of total),2017,0.084280967
Kenya,2016,CO2 emissions from gaseous fuel consumption (% of total),2016,0.084088115
Kenya,2015,CO2 emissions from gaseous fuel consumption (% of total),2015,0.082095606
Kenya,2014,CO2 emissions from gaseous fuel consumption (% of total),2014,0.079551136
Kenya,2013,CO2 emissions from gaseous fuel consumption (% of total),2013,0.071977003
Kenya,2012,CO2 emissions from gaseous fuel consumption (% of total),2012,0.067407609
Kenya,2011,CO2 emissions from gaseous fuel consumption (% of total),2011,0.075822673
Kenya,2010,CO2 emissions from gaseous fuel consumption (% of total),2010,0.076626179
Kenya,2009,CO2 emissions from gaseous fuel consumption (% of total),2009,0.076633125
Kenya,2008,CO2 emissions from gaseous fuel consumption (% of total),2008,0.066342565
Kenya,2007,CO2 emissions from gaseous fuel consumption (% of total),2007,0.063029953
Kenya,2006,CO2 emissions from gaseous fuel consumption (% of total),2006,0.066641653
Kenya,2005,CO2 emissions from gaseous fuel consumption (% of total),2005,0.063269095
Kenya,2004,CO2 emissions from gaseous fuel consumption (% of total),2004,0.058965539
Kenya,2003,CO2 emissions from gaseous fuel consumption (% of total),2003,0.05529712
Kenya,2002,CO2 emissions from gaseous fuel consumption (% of total),2002,0.063810211
Kenya,2001,CO2 emissions from gaseous fuel consumption (% of total),2001,0.06595801
Kenya,2000,CO2 emissions from gaseous fuel consumption (% of total),2000,0.074970774
Kenya,1999,CO2 emissions from gaseous fuel consumption (% of total),1999,0.067400478
Kenya,1998,CO2 emissions from gaseous fuel consumption (% of total),1998,0.066260521
Kenya,1997,CO2 emissions from gaseous fuel consumption (% of total),1997,0.062776033
Kenya,1996,CO2 emissions from gaseous fuel consumption (% of total),1996,0.066789315
Kenya,1995,CO2 emissions from gaseous fuel consumption (% of total),1995,0.063500019
Kenya,1994,CO2 emissions from gaseous fuel consumption (% of total),1994,0.061614574
Kenya,1993,CO2 emissions (kg per 2015 US$ of GDP),1993,0.062038703
Kenya,1992,CO2 emissions (kg per 2015 US$ of GDP),1992,0.063270981
Kenya,1991,CO2 emissions (kg per 2015 US$ of GDP),1991,0.062032213
Kenya,1990,CO2 emissions (kg per 2015 US$ of GDP),1990,0.065552186
Kenya,2016,CO2 emissions (kg per 2015 US$ of GDP),2016,1305.452
Kenya,2015,CO2 emissions (kg per 2015 US$ of GDP),2015,1323.787
Kenya,2014,CO2 emissions (kg per 2015 US$ of GDP),2014,1246.78
Kenya,2013,CO2 emissions (kg per 2015 US$ of GDP),2013,1004.758
Kenya,2012,CO2 emissions (kg per 2015 US$ of GDP),2012,909.416
Kenya,2011,CO2 emissions (kg per 2015 US$ of GDP),2011,1015.759
Kenya,2010,CO2 emissions (kg per 2015 US$ of GDP),2010,627.057
Kenya,2009,CO2 emissions (kg per 2015 US$ of GDP),2009,366.7
Kenya,2008,CO2 emissions (kg per 2015 US$ of GDP),2008,410.704
Kenya,2007,CO2 emissions (kg per 2015 US$ of GDP),2007,399.703
Kenya,2006,CO2 emissions (kg per 2015 US$ of GDP),2006,443.707
Kenya,2005,CO2 emissions (kg per 2015 US$ of GDP),2005,333.697
Kenya,2004,CO2 emissions (kg per 2015 US$ of GDP),2004,286.026
Kenya,2003,CO2 emissions (kg per 2015 US$ of GDP),2003,245.689
Kenya,2002,CO2 emissions (kg per 2015 US$ of GDP),2002,264.024
Kenya,2001,CO2 emissions (kg per 2015 US$ of GDP),2001,176.016
Kenya,2000,CO2 emissions (kg per 2015 US$ of GDP),2000,176.016
Kenya,1999,CO2 emissions (kg per 2015 US$ of GDP),1999,194.351
Kenya,1998,CO2 emissions (kg per 2015 US$ of GDP),1998,198.018
Kenya,1997,CO2 emissions (kg per 2015 US$ of GDP),1997,245.689
Kenya,1996,CO2 emissions (kg per 2015 US$ of GDP),1996,352.032
Kenya,1995,CO2 emissions (kg per 2015 US$ of GDP),1995,370.367
Kenya,1994,CO2 emissions (kg per 2015 US$ of GDP),1994,293.36
Kenya,1993,CO2 emissions (kg per 2015 US$ of GDP),1993,352.032
Kenya,1992,CO2 emissions (kg per 2015 US$ of GDP),1992,421.705
Kenya,1991,CO2 emissions (kg per 2015 US$ of GDP),1991,352.032
Kenya,1990,CO2 emissions (kg per 2015 US$ of GDP),1990,403.37
Kenya,1989,CO2 emissions (kt),1989,352.032
Kenya,1988,CO2 emissions (kt),1988,300.694
Kenya,1987,CO2 emissions (kt),1987,245.689
Kenya,1986,CO2 emissions (kt),1986,227.354
Kenya,1985,CO2 emissions (kt),1985,231.021
